rh    vr    ne    p    pw
   1.94726E+02   1.17348E+00   4.10748E-08   8.74359E-10   0.00000E+00
   1.95930E+02   1.17388E+00   4.05439E-08   8.59006E-10   0.00000E+00
   1.97142E+02   1.17429E+00   4.00188E-08   8.43905E-10   0.00000E+00
   1.98362E+02   1.17471E+00   3.94993E-08   8.29049E-10   0.00000E+00
   1.99589E+02   1.17512E+00   3.89853E-08   8.14434E-10   0.00000E+00
   2.00823E+02   1.17554E+00   3.84766E-08   8.00057E-10   0.00000E+00
   2.02065E+02   1.17597E+00   3.79732E-08   7.85911E-10   0.00000E+00
   2.03315E+02   1.17640E+00   3.74749E-08   7.71993E-10   0.00000E+00
   2.04573E+02   1.17683E+00   3.69816E-08   7.58298E-10   0.00000E+00
   2.05839E+02   1.17727E+00   3.64930E-08   7.44820E-10   0.00000E+00
   2.07112E+02   1.17772E+00   3.60092E-08   7.31557E-10   0.00000E+00
   2.08394E+02   1.17818E+00   3.55300E-08   7.18504E-10   0.00000E+00
   2.09683E+02   1.17864E+00   3.50551E-08   7.05655E-10   0.00000E+00
   2.10980E+02   1.17911E+00   3.45846E-08   6.93008E-10   0.00000E+00
   2.12285E+02   1.17959E+00   3.41182E-08   6.80557E-10   0.00000E+00
   2.13599E+02   1.18008E+00   3.36559E-08   6.68298E-10   0.00000E+00
   2.14921E+02   1.18057E+00   3.31974E-08   6.56228E-10   0.00000E+00
   2.16250E+02   1.18108E+00   3.27427E-08   6.44343E-10   0.00000E+00
   2.17588E+02   1.18160E+00   3.22916E-08   6.32638E-10   0.00000E+00
   2.18935E+02   1.18214E+00   3.18440E-08   6.21110E-10   0.00000E+00
   2.20289E+02   1.18268E+00   3.13997E-08   6.09754E-10   0.00000E+00
   2.21653E+02   1.18324E+00   3.09587E-08   5.98568E-10   0.00000E+00
   2.23024E+02   1.18382E+00   3.05208E-08   5.87548E-10   0.00000E+00
   2.24404E+02   1.18441E+00   3.00858E-08   5.76690E-10   0.00000E+00
   2.25793E+02   1.18502E+00   2.96538E-08   5.65992E-10   0.00000E+00
   2.27189E+02   1.18564E+00   2.92249E-08   5.55459E-10   0.00000E+00
   2.28593E+02   1.18628E+00   2.88008E-08   5.45135E-10   0.00000E+00
   2.30000E+02   1.18683E+00   2.83826E-08   5.36049E-10   0.00000E+00
